actor, added date, video id, character name, description, encoding, tags, title, user id
"Scatman Crothers",1976-04-23,7baf2afd-0ef2-11e5-bb1a-8438355b7e3a,"William","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stay Hungry",854c2cbc-a67d-4740-9164-0e166ab99a24
"Arnold Schwarzenegger",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"Hercules","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Arnold Stang",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"Pretzie","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Deborah Loomis",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"Helen Camden","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ernest Graves",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"Zeus","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"James Karen",1970-02-25,7baf31fd-0ef2-11e5-9b4f-8438355b7e3a,"Professor Camden","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Hercules in New York",854c2cbc-a67d-4740-9164-0e166ab99a24
"Gene Wilder",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"Willy Wonka","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jack Albertson",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"Grandpa Joe","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Leonard Stone",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"Mr. Beauregarde","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Peter Ostrum",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"Charlie Bucket","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Stephen Dunne",1971-06-30,7baf3f45-0ef2-11e5-95ac-8438355b7e3a,"Stanley Kael","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Willy Wonka & the Chocolate Factory",854c2cbc-a67d-4740-9164-0e166ab99a24
"Barbara Rush",1973-12-14,7baf501c-0ef2-11e5-ac14-8438355b7e3a,"Sue McCready","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Superdad",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bob Crane",1973-12-14,7baf501c-0ef2-11e5-ac14-8438355b7e3a,"Charlie McCready","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Superdad",854c2cbc-a67d-4740-9164-0e166ab99a24
"Joe Flynn",1973-12-14,7baf501c-0ef2-11e5-ac14-8438355b7e3a,"Cyrus Hershberger","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Superdad",854c2cbc-a67d-4740-9164-0e166ab99a24
"Kathleen Cody",1973-12-14,7baf501c-0ef2-11e5-ac14-8438355b7e3a,"Wendy McCready","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Superdad",854c2cbc-a67d-4740-9164-0e166ab99a24
"Kurt Russell",1973-12-14,7baf501c-0ef2-11e5-ac14-8438355b7e3a,"Bart","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Superdad",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bill Melendez",1977-08-24,7baf5c0c-0ef2-11e5-9f18-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Race for Your Life, Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Duncan Watson",1977-08-24,7baf5c0c-0ef2-11e5-9f18-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Race for Your Life, Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Gail Davis",1977-08-24,7baf5c0c-0ef2-11e5-9f18-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Race for Your Life, Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jackson Beck",1977-08-24,7baf5c0c-0ef2-11e5-9f18-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Race for Your Life, Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Melanie Kohn",1977-08-24,7baf5c0c-0ef2-11e5-9f18-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Race for Your Life, Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Al Freeman Jr.",1970-01-20,7baf600a-0ef2-11e5-97f1-8438355b7e3a,"Charles Roberts","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"My Sweet Charlie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brandon Smith",1970-01-20,7baf600a-0ef2-11e5-97f1-8438355b7e3a,"Surfer","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"My Sweet Charlie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brent Spiner",1970-01-20,7baf600a-0ef2-11e5-97f1-8438355b7e3a,"Local","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"My Sweet Charlie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Noble Willingham",1970-01-20,7baf600a-0ef2-11e5-97f1-8438355b7e3a,"Grady","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"My Sweet Charlie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Patty Duke",1970-01-20,7baf600a-0ef2-11e5-97f1-8438355b7e3a,"Marlene Chambers","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"My Sweet Charlie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jack Cassidy",1970-04-01,7baf6582-0ef2-11e5-b8a5-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Cockeyed Cowboys of Calico County",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jim Backus",1970-04-01,7baf6582-0ef2-11e5-b8a5-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Cockeyed Cowboys of Calico County",854c2cbc-a67d-4740-9164-0e166ab99a24
"Marge Champion",1970-04-01,7baf6582-0ef2-11e5-b8a5-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Cockeyed Cowboys of Calico County",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mickey Rooney",1970-04-01,7baf6582-0ef2-11e5-b8a5-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Cockeyed Cowboys of Calico County",854c2cbc-a67d-4740-9164-0e166ab99a24
"Susan Saint James",1970-04-01,7baf6582-0ef2-11e5-b8a5-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Cockeyed Cowboys of Calico County",854c2cbc-a67d-4740-9164-0e166ab99a24
"Andy Pforsich",1969-12-04,7baf6a82-0ef2-11e5-ad0b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"A Boy Named Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ann Altieri",1969-12-04,7baf6a82-0ef2-11e5-ad0b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"A Boy Named Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Erin Sullivan",1969-12-04,7baf6a82-0ef2-11e5-ad0b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"A Boy Named Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Glenn Gilger",1969-12-04,7baf6a82-0ef2-11e5-ad0b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"A Boy Named Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Pamelyn Ferdin",1969-12-04,7baf6a82-0ef2-11e5-ad0b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"A Boy Named Charlie Brown",854c2cbc-a67d-4740-9164-0e166ab99a24
"Dave Goelz",1979-05-31,7baf6fb3-0ef2-11e5-8d1d-8438355b7e3a,"Pig","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Muppet Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Frank Oz",1979-05-31,7baf6fb3-0ef2-11e5-8d1d-8438355b7e3a,"Miss Piggy","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Muppet Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jerry Nelson",1979-05-31,7baf6fb3-0ef2-11e5-8d1d-8438355b7e3a,"Floyd Pepper","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Muppet Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jim Henson",1979-05-31,7baf6fb3-0ef2-11e5-8d1d-8438355b7e3a,"Kermit the Frog","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Muppet Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Richard Hunt",1979-05-31,7baf6fb3-0ef2-11e5-8d1d-8438355b7e3a,"Scooter","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Muppet Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Helen Reddy",1977-11-03,7baf81de-0ef2-11e5-8f68-8438355b7e3a,"Nora","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Pete's Dragon",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jim Dale",1977-11-03,7baf81de-0ef2-11e5-8f68-8438355b7e3a,"Dr. Terminus","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Pete's Dragon",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mickey Rooney",1977-11-03,7baf81de-0ef2-11e5-8f68-8438355b7e3a,"Lampie","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Pete's Dragon",854c2cbc-a67d-4740-9164-0e166ab99a24
"Red Buttons",1977-11-03,7baf81de-0ef2-11e5-8f68-8438355b7e3a,"Hoagy","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Pete's Dragon",854c2cbc-a67d-4740-9164-0e166ab99a24
"Shelley Winters",1977-11-03,7baf81de-0ef2-11e5-8f68-8438355b7e3a,"Lena Gogan","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Pete's Dragon",854c2cbc-a67d-4740-9164-0e166ab99a24
"Barbara Harris",1976-12-17,7baf8fee-0ef2-11e5-987f-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Freaky Friday",854c2cbc-a67d-4740-9164-0e166ab99a24
"Iris Adrian",1976-12-17,7baf8fee-0ef2-11e5-987f-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Freaky Friday",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jodie Foster",1976-12-17,7baf8fee-0ef2-11e5-987f-8438355b7e3a,"Annabel Andrews","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Freaky Friday",854c2cbc-a67d-4740-9164-0e166ab99a24
"John Astin",1976-12-17,7baf8fee-0ef2-11e5-987f-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Freaky Friday",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sparky Marcus",1976-12-17,7baf8fee-0ef2-11e5-987f-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Freaky Friday",854c2cbc-a67d-4740-9164-0e166ab99a24
"Donald Pleasence",1975-03-21,7baf96cc-0ef2-11e5-8927-8438355b7e3a,"Lucas Deranian","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Escape to Witch Mountain",854c2cbc-a67d-4740-9164-0e166ab99a24
"Eddie Albert",1975-03-21,7baf96cc-0ef2-11e5-8927-8438355b7e3a,"Jason O'Day","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Escape to Witch Mountain",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ike Eisenmann",1975-03-21,7baf96cc-0ef2-11e5-8927-8438355b7e3a,"Tony Malone","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Escape to Witch Mountain",854c2cbc-a67d-4740-9164-0e166ab99a24
"Kim Richards",1975-03-21,7baf96cc-0ef2-11e5-8927-8438355b7e3a,"Tia Malone","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Escape to Witch Mountain",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ray Milland",1975-03-21,7baf96cc-0ef2-11e5-8927-8438355b7e3a,"Aristotle Bolt","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Escape to Witch Mountain",854c2cbc-a67d-4740-9164-0e166ab99a24
"Helen Hayes",1974-06-06,7bafa223-0ef2-11e5-97bc-8438355b7e3a,"Mrs. Steinmetz","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Herbie Rides Again",854c2cbc-a67d-4740-9164-0e166ab99a24
"John McIntire",1974-06-06,7bafa223-0ef2-11e5-97bc-8438355b7e3a,"Mr. Judson","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Herbie Rides Again",854c2cbc-a67d-4740-9164-0e166ab99a24
"Keenan Wynn",1974-06-06,7bafa223-0ef2-11e5-97bc-8438355b7e3a,"Alonzo Hawk","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Herbie Rides Again",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ken Berry",1974-06-06,7bafa223-0ef2-11e5-97bc-8438355b7e3a,"Willoughby Whitfield","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Herbie Rides Again",854c2cbc-a67d-4740-9164-0e166ab99a24
"Stefanie Powers",1974-06-06,7bafa223-0ef2-11e5-97bc-8438355b7e3a,"Nicole Harris","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Herbie Rides Again",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bob Fosse",1974-11-07,7bafb4ba-0ef2-11e5-8a41-8438355b7e3a,"The Snake","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Little Prince",854c2cbc-a67d-4740-9164-0e166ab99a24
"Gene Wilder",1974-11-07,7bafb4ba-0ef2-11e5-8a41-8438355b7e3a,"The Fox","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Little Prince",854c2cbc-a67d-4740-9164-0e166ab99a24
"Joss Ackland",1974-11-07,7bafb4ba-0ef2-11e5-8a41-8438355b7e3a,"The King","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Little Prince",854c2cbc-a67d-4740-9164-0e166ab99a24
"Richard Kiley",1974-11-07,7bafb4ba-0ef2-11e5-8a41-8438355b7e3a,"The Pilot","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Little Prince",854c2cbc-a67d-4740-9164-0e166ab99a24
"Victor Spinetti",1974-11-07,7bafb4ba-0ef2-11e5-8a41-8438355b7e3a,"The Historian","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Little Prince",854c2cbc-a67d-4740-9164-0e166ab99a24
"Debbie Reynolds",1973-02-22,7bafbab3-0ef2-11e5-88f1-8438355b7e3a,"Charlotte A. Cavatica","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Charlotte's Web",854c2cbc-a67d-4740-9164-0e166ab99a24
"Henry Gibson",1973-02-22,7bafbab3-0ef2-11e5-88f1-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Charlotte's Web",854c2cbc-a67d-4740-9164-0e166ab99a24
"Martha Scott",1973-02-22,7bafbab3-0ef2-11e5-88f1-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Charlotte's Web",854c2cbc-a67d-4740-9164-0e166ab99a24
"Pamelyn Ferdin",1973-02-22,7bafbab3-0ef2-11e5-88f1-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Charlotte's Web",854c2cbc-a67d-4740-9164-0e166ab99a24
"Paul Lynde",1973-02-22,7bafbab3-0ef2-11e5-88f1-8438355b7e3a,"Templeton","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Charlotte's Web",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brian Bedford",1973-11-08,7bafc040-0ef2-11e5-88d0-8438355b7e3a,"Robin Hood","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Pat Buttram",1973-11-08,7bafc040-0ef2-11e5-88d0-8438355b7e3a,"Sheriff of Nottingham","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Peter Ustinov",1973-11-08,7bafc040-0ef2-11e5-88d0-8438355b7e3a,"Prince John","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Phil Harris",1973-11-08,7bafc040-0ef2-11e5-88d0-8438355b7e3a,"Little John","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Terry-Thomas",1973-11-08,7bafc040-0ef2-11e5-88d0-8438355b7e3a,"Sir Hiss","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Robin Hood",854c2cbc-a67d-4740-9164-0e166ab99a24
"Angela Lansbury",1971-10-07,7bafc7d4-0ef2-11e5-ab46-8438355b7e3a,"Miss Price","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Bedknobs and Broomsticks",854c2cbc-a67d-4740-9164-0e166ab99a24
"David Tomlinson",1971-10-07,7bafc7d4-0ef2-11e5-ab46-8438355b7e3a,"Emelius","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Bedknobs and Broomsticks",854c2cbc-a67d-4740-9164-0e166ab99a24
"Roddy McDowall",1971-10-07,7bafc7d4-0ef2-11e5-ab46-8438355b7e3a,"Mr. Jelk","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Bedknobs and Broomsticks",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sam Jaffe",1971-10-07,7bafc7d4-0ef2-11e5-ab46-8438355b7e3a,"Bookman","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Bedknobs and Broomsticks",854c2cbc-a67d-4740-9164-0e166ab99a24
"Tessie O'Shea",1971-10-07,7bafc7d4-0ef2-11e5-ab46-8438355b7e3a,"Mrs. Hobday","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Bedknobs and Broomsticks",854c2cbc-a67d-4740-9164-0e166ab99a24
"Dean Clark",1970-12-11,7bafd859-0ef2-11e5-ad8f-8438355b7e3a,"Berlioz","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Aristocats",854c2cbc-a67d-4740-9164-0e166ab99a24
"Eva Gabor",1970-12-11,7bafd859-0ef2-11e5-ad8f-8438355b7e3a,"Duchess","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Aristocats",854c2cbc-a67d-4740-9164-0e166ab99a24
"Gary Dubin",1970-12-11,7bafd859-0ef2-11e5-ad8f-8438355b7e3a,"Toulouse","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Aristocats",854c2cbc-a67d-4740-9164-0e166ab99a24
"Liz English",1970-12-11,7bafd859-0ef2-11e5-ad8f-8438355b7e3a,"Marie","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Aristocats",854c2cbc-a67d-4740-9164-0e166ab99a24
"Phil Harris",1970-12-11,7bafd859-0ef2-11e5-ad8f-8438355b7e3a,"Thomas O'Malley","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Aristocats",854c2cbc-a67d-4740-9164-0e166ab99a24
"Angelo Bardi",1976-10-07,7bafe385-0ef2-11e5-9029-8438355b7e3a,"Le marchand","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Smurfs and the Magic Flute",854c2cbc-a67d-4740-9164-0e166ab99a24
"Georges Atlas",1976-10-07,7bafe385-0ef2-11e5-9029-8438355b7e3a,"Sénéchal","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Smurfs and the Magic Flute",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jacques Balutin",1976-10-07,7bafe385-0ef2-11e5-9029-8438355b7e3a,"Le buveur","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Smurfs and the Magic Flute",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jacques Ciron",1976-10-07,7bafe385-0ef2-11e5-9029-8438355b7e3a,"Visitor","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Smurfs and the Magic Flute",854c2cbc-a67d-4740-9164-0e166ab99a24
"William Coryn",1976-10-07,7bafe385-0ef2-11e5-9029-8438355b7e3a,"Johan","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Smurfs and the Magic Flute",854c2cbc-a67d-4740-9164-0e166ab99a24
